bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,years_since_publication
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,1853991147,9781853991141,eng,127,7,1,Bristol Classical Press,32.0
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler,4.47,1883011086,9781883011086,eng,1076,1107,48,Library of America,28.0
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler,4.5,1883011078,9781883011079,eng,1199,1324,66,Library of America,28.0
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler,4.45,0375415025,9780375415029,eng,1016,241,11,Everyman's Library,21.0
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,0394758269,9780394758268,eng,265,13233,570,Vintage Crime/Black Lizard,31.0
2051,The Simple Art of Murder,Raymond Chandler,4.16,0394757653,9780394757650,eng,384,4952,162,Vintage Crime/Black Lizard,35.0
2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,0394758285,9780394758282,eng,231,103400,4076,Vintage Crime,35.0
2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,0394757688,9780394757681,eng,379,26389,1619,Vintage Crime/Black Lizard,35.0
2056,An Evening of Long Goodbyes,Paul Murray,3.6,0812970403,9780812970401,eng,448,983,130,Random House Trade Paperbacks,18.0
2057,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,0452286875,9780452286870,eng,205,214,31,Plume Books,18.0
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada,3.97,1421501562,9781421501567,eng,196,250,12,VIZ Media LLC,18.0
2059,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,056352474X,9780563524748,eng,2,10,2,BBC Worldwide,19.0
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,067003472X,9780670034727,eng,448,10135,330,Viking Books,17.0
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,068482471X,9780684824710,eng,588,13563,235,Simon  Schuster,27.0
2071,Freedom Evolves,Daniel C. Dennett,3.83,0142003840,9780142003848,eng,368,2324,88,Penguin,19.0
2072,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,3.95,0262540371,9780262540377,eng,424,573,11,MIT Press,42.0
2074,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,0465073514,9780465073511,eng,192,1555,63,Basic Books,26.0
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey,3.61,0387987207,9780387987200,en-US,244,21,3,Copernicus Books,24.0
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,0262540428,9780262540421,eng,212,515,37,MIT Press,39.0
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter,4.14,0553345842,9780553345841,eng,512,4786,92,Bantam Books,38.0
2093,The Illustrated A Brief History of Time,Stephen Hawking,4.17,0553103741,9780553103748,eng,256,817,63,Bantam Books,27.0
2094,A Briefer History of Time,Stephen Hawking,4.22,0553804367,9780553804362,eng,176,24035,828,Bantam,18.0
2095,The Universe in a Nutshell,Stephen Hawking,4.15,055380202X,9780553802023,eng,216,29607,645,Bantam,22.0
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.07,0762419229,9780762419227,eng,1160,1682,51,Running Press Book Publishers,18.0
2099,Stephen Hawking's Universe: The Cosmos Explained,David Filkin,4.29,0465081983,9780465081981,eng,304,1469,22,Basic Books,25.0
2100,The Future of Spacetime,Stephen Hawking,3.94,039332446X,9780393324464,eng,224,257,10,W. W. Norton  Company,20.0
2102,Stephen Hawking's Universe,John Boslough,4.02,0380707632,9780380707638,eng,160,674,30,Avon,34.0
2103,The Nature of Space and Time,Stephen Hawking,4.09,0691050848,9780691050843,eng,152,989,40,Princeton University Press,23.0
2104,The Physics of Star Trek,Lawrence M. Krauss,3.83,0060977108,9780060977108,eng,188,4774,178,ReganBooks,27.0
2107,Falconry & Hawking,Phillip Glasier,4.31,0713484071,9780713484076,eng,352,51,5,Batsford,17.0
2109,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.13,0316281336,9780316281331,eng,859,371,12,Back Bay Books,30.0
2112,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand,3.96,0452282314,9780452282315,en-US,192,429,39,New American Library,22.0
2113,The Journals of Ayn Rand,Ayn Rand,3.94,0452278872,9780452278875,eng,752,317,14,NAL,24.0
2122,The Fountainhead,Ayn Rand,3.87,0451191153,9780451191151,eng,704,271754,10063,Signet Book,27.0
2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace,4.24,0446618764,9780446618762,eng,624,69,6,Grand Central Life & Style,17.0
2126,The 3-Hour Diet: On the Go,Jorge Cruise,3.1,0060793198,9780060793197,en-US,192,31,2,William Morrow Paperbacks,18.0
2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann,4.23,1400051576,9781400051571,en-US,400,1392,136,Broadway Books,19.0
2136,Specimen Days,Michael Cunningham,3.58,0312425023,9780312425029,eng,336,4462,446,Picador USA,17.0
2137,A Home at the End of the World,Michael Cunningham,3.91,0312424086,9780312424084,eng,342,14769,658,Picador,19.0
2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,0316172324,9780316172325,en-US,277,4254,355,Little  Brown and Company,18.0
2142,Blink,Ted Dekker,4.17,0849945119,9780849945113,eng,400,13334,502,Thomas Nelson,19.0
2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus,4.39,0743422074,9780743422079,eng,112,169,22,MTV Books,22.0
2151,The Complete Novels,Jane Austen,4.55,0517147688,9780517147689,eng,1103,300,31,Gramercy Books,28.0
2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,0452286530,9780452286535,eng,288,57720,3535,G.P. Putnam's Sons,18.0
2153,Jane Austen: The Complete Novels,Jane Austen,4.55,0517118297,9780517118290,eng,1103,267,24,Gramercy Books,29.0
2155,Jane Austen's Letters,Jane Austen,4.16,0192832972,9780192832979,eng,672,2278,69,Oxford University Press  USA,26.0
2156,Persuasion,Jane Austen,4.14,0192802631,9780192802637,eng,249,441462,11308,Oxford University Press,19.0
2157,Tea with Jane Austen,Kim Wilson,3.79,097212179X,9780972121798,eng,128,1442,108,Jones Books,19.0
2166,The Old Man and the Sea,Ernest Hemingway,3.77,0743564367,9780743564366,eng,3,393,77,Simon  Schuster Audio,17.0
2167,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell,2.83,0764586602,9780764586606,en-US,80,4,0,Cliffs Notes,23.0
2176,Flaubert's Parrot,Julian Barnes,3.66,0679731369,9780679731368,eng,190,9373,606,Vintage,33.0
2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert,3.62,0140435824,9780140435825,eng,230,378,31,Penguin Books (Penguin Classics),27.0
2179,A Sentimental Education,Gustave Flaubert,3.83,0192836226,9780192836229,eng,464,105,7,Oxford University Press,23.0
2182,Three Tales,Gustave Flaubert,3.69,0140448004,9780140448009,eng,110,3190,150,Penguin Classics,18.0
2183,Sentimental Education,Gustave Flaubert,3.83,0140447970,9780140447972,eng,460,13499,388,Penguin Classics,19.0
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre,3.8,0226735192,9780226735191,en-US,632,5,1,University of Chicago Press,29.0
2187,Middlesex,Jeffrey Eugenides,4.0,0312422156,9780312422158,eng,529,540349,19548,Picador USA,20.0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,0743270754,9780743270755,eng,916,133840,6118,Simon & Schuster,17.0
2203,John Adams,David McCullough,4.06,0743223136,9780743223133,eng,751,282649,5325,Simon & Schuster Paperbacks,22.0
2204,The John Adams Reader: Eseential Writings on an American Composer,Thomas May,3.5,1574671324,9781574671322,eng,455,20,5,Amadeus,17.0
2205,The Letters of John and Abigail Adams,Abigail Adams,4.14,0142437115,9780142437117,eng,512,275,28,Penguin Classics,20.0
2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,0393311333,9780393311334,eng,288,2622,78,W. W. Norton  Company,22.0
2211,The Portable John Adams,John  Adams,4.17,0142437786,9780142437780,eng,533,57,0,Penguin Books,19.0
2218,Sex For Dummies,Ruth Westheimer,3.65,076455302X,9780764553028,eng,432,10,0,For Dummies,23.0
2219,Baby Signing For Dummies,Jennifer Watson,3.64,0471773867,9780471773863,eng,257,37,9,John Wiley & Sons,17.0
2222,The Feeling Good Handbook,David D. Burns,4.0,0452281326,9780452281325,eng,729,4797,124,Penguin,24.0
2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,0684842238,9780684842233,eng,288,144,10,Scribner,26.0
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.07,0684839377,9780684839370,eng,192,197,7,Scribner,26.0
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder,3.77,0072920963,9780072920963,eng,664,123,13,McGraw-Hill Humanities/Social Sciences/Languages,19.0
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.62,0938497197,9780938497196,eng,46,55,7,Simple Productions,21.0
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.1,0671708635,9780671708634,eng,368,2505,233,Free Press,33.0
2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.24,0743250974,9780743250979,eng,192,1874,114,Simon  Schuster,19.0
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,0671887173,9780671887179,eng,384,336,26,Simon  Schuster,29.0
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,9781932073201,en-US,240,39947,1622,HJ Kramer,17.0
2257,Secret of the Peaceful Warrior,Dan Millman,4.15,0915811235,9780915811236,en-US,32,156,13,HJ Kramer,31.0
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong,3.72,0425179613,9780425179611,eng,294,35050,1833,Berkley Publishing Group,22.0
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson,3.67,0306814552,9780306814556,eng,344,360,26,Da Capo Press,18.0
2279,Truman,David McCullough,4.12,0671869205,9780671869205,eng,1120,71764,1937,Simon  Schuster,30.0
2281,The Complete Stories of Truman Capote,Truman Capote,4.2,140009691X,9781400096916,eng,320,3993,217,Vintage,18.0
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9780679600855,eng,162,5658,699,Modern Library,29.0
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,0345478207,9780345478207,eng,384,585,78,Ballantine Books,17.0
2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.74,0449007383,9780449007389,en-US,376,623,68,Fawcett,20.0
2287,Other Voices  Other Rooms,Truman Capote,3.8,0679745645,9780679745648,eng,232,10635,656,Vintage,29.0
2289,In Cold Blood,Truman Capote,4.07,073933364X,9780739333648,eng,15,563,133,Random House Audio,17.0
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,0684868768,9780684868769,en-US,288,2769,200,Scribner,21.0
2299,Emergence: Labeled Autistic,Temple Grandin,4.07,0446671827,9780446671828,en-GB,200,1827,154,Grand Central Publishing,27.0
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,0813527406,9780813527406,eng,344,48,5,Rutgers University Press,23.0
2305,The Ghost Stories of Edith Wharton,Edith Wharton,3.89,0684842572,9780684842578,eng,303,2842,182,Scribner,26.0
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton,4.3,0940450313,9780940450318,eng,1328,446,29,Library of America,37.0
2307,Collected Stories  1911-1937,Edith Wharton,4.25,1883011949,9781883011949,eng,848,55,9,Library of America,22.0
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton,4.22,0940450534,9780940450530,eng,1137,67,9,Library of America,33.0
2314,The House of Mirth,Edith Wharton,3.95,0486420493,9780486420493,eng,272,749,62,Dover Publications,21.0
2315,Below the Root,Zilpha Keatley Snyder,4.08,0689304579,9780689304576,eng,231,41,9,Atheneum Books,48.0
2319,The Witches of Worm,Zilpha Keatley Snyder,3.69,0440802504,9780440802501,eng,183,40,12,Dell Yearling,32.0
2322,The Deeper Meaning of Liff,Douglas Adams,3.93,0307236013,9780307236012,eng,192,3986,85,Three Rivers Press,18.0
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,9781597770071,eng,6,58,15,Phoenix Audio,18.0
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien,4.15,0618056998,9780618056996,eng,502,4689,171,Mariner Books,23.0
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien,4.38,0618083553,9780618083558,en-US,1680,237,3,Mariner Books,23.0
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel,3.98,0395291305,9780395291306,eng,207,4685,74,Houghton Mifflin Company,43.0
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0618574999,9780618574995,en-US,1438,232,9,Mariner Books,18.0
2333,Farmer Giles of Ham,J.R.R. Tolkien,3.85,0618009361,9780618009367,eng,127,5526,225,Houghton Mifflin Harcourt,24.0
2336,Tandia,Bryce Courtenay,4.05,0140272925,9780140272925,eng,905,8461,369,Penguin Books Australia Ltd.,25.0
2338,Matthew Flinders' Cat,Bryce Courtenay,3.8,0670910619,9780670910618,eng,611,2737,161,Viking,21.0
2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,0140271570,9780140271577,eng,671,3920,132,Penguin Books Australia Ltd.,22.0
2348,An Introduction to Old Norse,E.V. Gordon,4.1,0198111843,9780198111849,eng,412,104,7,Oxford University Press,42.0
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson,3.68,0815319665,9780815319665,eng,320,19,2,Routledge,21.0
2367,Brave Companions: Portraits in History,David McCullough,3.98,0671792768,9780671792763,eng,240,3460,482,Simon Schuster,31.0
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,0671447548,9780671447540,eng,445,23064,1191,Simon  Schuster,41.0
2370,John Adams,David McCullough,4.06,0684813637,9780684813639,en-US,752,1852,285,Simon & Schuster,22.0
2371,The Johnstown Flood,David McCullough,4.11,0844662925,9780844662923,eng,302,14739,1199,Peter Smith Publisher,33.0
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,0743262131,9780743262132,eng,697,12178,1042,Simon  Schuster,19.0
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,0451188454,9780451188458,eng,528,140014,1753,Signet Book,25.0
2375,The Bone Collector's Son,Paul Yee,3.27,0761452427,9780761452423,eng,137,117,19,Two Lions,19.0
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,2,Punto de Lectura,20.0
2386,Moby Dick,Herman Melville,3.5,9626343583,9789626343586,eng,25,67,17,Naxos Audiobooks,18.0
2388,Moby-Dick,Jan Needle,3.71,0763630187,9780763630188,eng,192,161,16,Candlewick Press,17.0
2389,Moby Dick,Herman Melville,3.5,0143058096,9780143058090,eng,6,8858,885,Penguin Audio,18.0
2390,Moby-Dick,Herman Melville,3.5,1593080182,9781593080181,eng,707,1260,207,Barnes  Noble Classics,20.0
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey,3.61,0415247713,9780415247719,eng,208,50,7,Routledge,20.0
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean,3.82,0192781537,9780192781536,eng,104,39,5,Oxford University Press  USA,25.0
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,0919123708,9780919123700,eng,156,23,4,Inner City Books,19.0
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean,3.82,019274156X,9780192741561,eng,102,6,0,Oxford University Press  USA,26.0
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0,University of Illinois Press,30.0
2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1,University Press of Kansas,28.0
2423,Double Tap (Paul Madriani  #8),Steve Martini,3.92,0515139734,9780515139730,en-US,401,2790,159,Jove Books,18.0
2430,The List,Steve Martini,3.96,0515121495,9780515121490,eng,451,12534,141,Jove,26.0
2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,0061020613,9780061020612,eng,374,58408,1272,HarperTorch,21.0
2443,The Innocents Abroad,Mark Twain,3.86,0812967054,9780812967050,eng,560,8879,693,Modern Library,20.0
2445,Teaching English Abroad,Susan  Griffith,3.57,1854583522,9781854583529,eng,576,38,6,Vacation Work Publications,16.0
2452,Theocritus: Select Poems: Select Poems,Theocritus,3.0,0862921473,9780862921477,grc,395,1,1,Bristol Classical Press,32.0
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod,4.03,0674996232,9780674996236,eng,434,33,1,Harvard University Press,16.0
2486,Death and the King's Horseman,Wole Soyinka,3.76,0393977617,9780393977615,en-US,254,259,30,W. W. Norton & Company,21.0
2494,The Time Machine,H.G. Wells,3.89,0141439971,9780141439976,eng,104,3094,301,Penguin Books Ltd,18.0
2495,The Time Machine,H.G. Wells,3.89,0743487737,9780743487733,eng,150,372,36,Simon  Schuster,19.0
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9781571741028,en-GB,275,68,6,Hampton Roads Publishing Company,25.0
2501,The Time Machine,H.G. Wells,3.89,0439436540,9780439436540,eng,123,284,35,Scholastic Paperbacks,19.0
2504,The Complete Short Stories,H.G. Wells,4.14,1842124021,9781842124024,eng,864,875,33,Orion Publishing,22.0
